3.72791e-07, 7.57091e-07, 96, 115.766, 20.5896
1.87138e-06, 4.56333e-06, 131, 157.621, 20.3214
1.01144e-05, 1.8185e-05, 178, 196.812, 10.5685
1.53942e-05, 3.07408e-05, 190, 219.09, 15.3105
2.26289e-05, 3.99564e-05, 205, 229.306, 11.8566
3.02526e-05, 5.18425e-05, 218, 253.651, 16.3537
8.3014e-05, 9.32743e-05, 247, 245.839, 0.470039
0.000140067, 0.000433423, 287, 382.412, 33.2446
0.000209858, 0.000681232, 309, 437.719, 41.6566
0.000222847, 0.000786813, 314, 405.181, 29.0385
0.000272204, 0.000788681, 333, 404.023, 21.3282
0.000362797, 0.00030701, 356, 340.566, 4.33539
0.000393429, 0.000309833, 362, 347.075, 4.12292
0.000449144, 0.000324602, 380, 340.912, 10.2863
0.000490311, 0.000585632, 394, 419.708, 6.52488
0.00082332, 0.000593274, 411, 422.903, 2.89611
0.000873458, 0.000675799, 419, 439.083, 4.79308
0.000641587, 0.000750629, 428, 397.943, 7.02267
0.000678186, 0.000750679, 432, 397.943, 7.88357
0.00104632, 0.000834376, 447, 412.796, 7.6519
