23, 22, 3.5, 3.93, 12.2857
20, 20, 5, 5.19, 3.8
18, 18, 7, 7.27, 3.85714
18, 17, 8, 8.65, 8.125
14, 13, 13, 13.55, 4.23077
12, 12, 14, 14.23, 1.64285
10, 9, 17, 17.74, 4.35294
8, 8, 26, 29.23, 12.4231
7, 7, 43, 43.75, 1.74419
