84.0,301.773,259.25357142857143,25.022,0.0139964
150.0,301.773,101.18200000000002,25.079,0.0139964
184.0,301.773,64.00706521739131,24.924,0.0139964
222.0,301.773,35.933783783783795,25.016,0.0139964
302.0,301.773,0.07516556291389916,10.664,0.0139964
319.0,301.773,5.400313479623817,10.62,0.0139964
357.0,301.773,15.469747899159659,10.647,0.0139964
432.0,443.737,2.7168981481481533,10.61,0.03
491.0,443.737,9.62586558044806,10.571,0.03
528.0,443.737,15.95890151515151,10.587,0.03
556.0,605.56,8.913669064748191,17.804,0.0563291
572.0,605.56,5.867132867132858,17.891,0.0563291
612.0,605.56,1.0522875816993553,18.024,0.0563291
632.0,605.56,4.183544303797477,17.839,0.0563291
648.0,605.56,6.549382716049392,17.826,0.0563291
660.0,702.271,6.404696969696963,17.873,0.075
688.0,702.271,2.0742732558139476,17.882,0.075
710.0,702.271,1.0885915492957805,17.833,0.075
751.0,702.271,6.488548601864188,17.869,0.075
777.0,702.271,9.617631917631924,17.918,0.075
811.0,702.271,13.40678175092479,17.856,0.075
837.0,702.271,16.09665471923537,17.846,0.075
