32.0,67.632,111.35000000000002,10.356,0.05132
45.0,67.632,50.293333333333344,10.49,0.05132
52.0,67.632,30.061538461538472,10.413,0.05132
61.0,67.632,10.872131147540992,4.534,0.05132
65.0,67.632,4.049230769230777,4.505,0.05132
71.0,67.632,4.743661971830979,4.501,0.05132
80.0,90.8737,13.592125,4.489,0.11
85.0,90.8737,6.910235294117646,4.484,0.11
102.0,90.8737,10.908137254901963,4.486,0.11
109.0,90.8737,16.629633027522935,4.484,0.11
125.0,90.8737,27.30104,10.37,0.11
145.0,90.8737,37.32848275862069,10.435,0.11
153.0,90.8737,40.60542483660131,10.337,0.11
170.0,90.8737,46.54488235294117,10.384,0.11
187.0,90.8737,51.4044385026738,10.32,0.11
195.0,90.8737,53.39810256,10.32,0.11
206.0,90.8737,55.88655339805825,10.408,0.11
222.0,349.073,57.24009009009008,10.273,0.20654
234.0,349.073,49.17649558,10.273,0.20654
259.0,349.073,34.777220077220065,10.304,0.20654
267.0,349.073,30.738951310861417,10.298,0.20654
288.0,349.073,21.205902777777773,10.364,0.20654
292.0,349.073,19.54554794520547,7.369,0.20654
