30.0,32.0624,6.874666666666656,86.947,19.0
38.0,44.8216,17.951578947368414,62.175,15.0
48.0,44.8216,6.621666666666674,62.094,15.0
59.0,68.8273,16.656440677966092,45.811,11.0
66.0,68.8273,4.283787878787869,45.884,11.0
72.0,68.8273,4.406527777777787,45.908,11.0
81.0,87.8599,8.469012345679007,37.787,9.0
91.0,87.8599,3.4506593406593447,37.877,9.0
107.0,87.8599,17.88794392523365,37.887,9.0
133.0,132.439,0.4218045112782008,22.411,7.0
177.0,212.385,19.99152542372881,29.909,5.0
214.0,212.385,0.754672897196266,29.922,5.0
260.0,212.385,18.313461538461542,29.812,5.0
