0.0107217, 0.016589, 8, 7.82174, 2.22828
0.0188183, 0.0303858, 10, 10.2919, 2.91936
0.0316831, 0.0386336, 11, 14.4991, 31.8099
0.0388137, 0.0442816, 14, 14.4991, 3.56493
0.07359, 0.0842296, 17, 21.4654, 26.2671
0.0793319, 0.109144, 21, 21.4654, 2.21625
0.157617, 0.138464, 23, 21.4654, 6.67212
0.172506, 0.138464, 26, 21.4654, 17.4407
0.337054, 0.590327, 41, 44.3054, 8.06196
0.634919, 0.692355, 54, 58.1868, 7.75341
0.649327, 0.692355, 58, 58.1868, 0.322145
