15.0,1.24414,91.70573333333334,13.055,0.0
30.0,42.892,42.97333333333334,12.047,0.00175672
45.0,42.892,4.684444444444438,4.828,0.00175672
60.0,72.0185,20.03083333333334,11.152,0.00279927
74.0,72.0185,2.6777027027026987,2.841,0.00279927
96.0,80.645,15.994791666666671,4.335,0.00308311
122.0,117.41,3.762295081967216,4.279,0.00422882
146.0,150.806,3.291780821917816,4.274,0.00516332
183.0,180.351,1.447540983606558,2.105,0.006
215.0,180.351,16.115813953488374,2.182,0.006
241.0,266.564,10.607468879668058,3.56,0.0091518
265.0,266.564,0.5901886792452911,3.557,0.0091518
280.0,266.564,4.798571428571421,3.574,0.0091518
301.0,266.564,11.440531561461786,3.601,0.0091518
313.0,266.564,14.835782747603826,3.558,0.0091518
321.0,266.564,16.958255451713388,3.566,0.0091518
333.0,266.564,19.950750750750746,3.578,0.0091518
344.0,284.211,17.38052325581395,4.236,0.010146
351.0,286.66,18.330484330484325,4.252,0.0102653
361.0,344.504,4.569529085872571,5.581,0.015
375.0,344.504,8.132266666666661,5.555,0.015
385.0,344.504,10.518441558441554,5.624,0.015
395.0,344.504,12.783797468354424,5.575,0.015
407.0,344.504,15.355282555282551,5.569,0.015
426.0,344.504,19.130516431924878,5.591,0.015
434.0,374.285,13.759216589861744,6.927,0.0186771
443.0,374.285,15.51128668171557,6.903,0.0186771
450.0,374.285,16.82555555555555,6.925,0.0186771
