19.0,96582.42333155606
30.0,177990.94813311787
44.0,270439.31352220185
65.0,421861.9216701591
71.0,459519.1785908038
80.0,524342.0204468211
89.0,590267.5070778372
105.0,707468.3721996435
112.0,758743.7506904339
122.0,831994.2913915627
128.0,875944.6158122402
140.0,963845.2646535949
158.0,1087059.904856404
170.0,1168024.6684942602
188.0,1289471.8139510446
198.0,1356942.4503159248
211.0,1444654.277590269
225.0,1537855.971879236
231.0,1577486.4982796216
243.0,1656747.5510803931
250.0,1702983.1652141765
262.0,1782244.218014948
282.0,1914345.9726829007
295.0,1996957.231238681
306.0,2061082.411992907
319.0,2136866.716520629
326.0,2177673.649727864
339.0,2253457.954255586
342.0,2270946.6399158295
352.0,2329242.258783308
362.0,2387537.8776507867
371.0,2440003.934631517
379.0,2487472.7947164155
391.0,2560196.7028386733
406.0,2651101.5879914956
413.0,2693523.8677294794
428.0,2784428.752882302
